time,raw_data
0.8986,53.048
2.2298,52.717
3.6634,52.82
5.2506,53.233
6.8378,52.951
8.425,53.255
10.0634,53.703
11.6506,52.676
13.2378,53.314
14.825,53.102
16.4634,52.647
18.0506,51.658
19.6378,53.247
21.2762,53.719
22.8634,53.797
24.4506,56.507
26.0378,57.375
27.6762,59.075
29.2634,59.668
30.8506,61.448
32.4378,61.8
34.025,62.706
35.6634,63.708
37.2506,63.121
38.8378,64.006
40.4762,65.272
42.0634,64.564
43.6506,63.419
45.2378,64.823
46.825,64.525
48.4634,64.228
50.0506,64.751
51.6378,64.806
53.2762,63.13
54.8634,63.185
56.4506,63.375
58.0378,62.651
59.6762,62.85
61.2634,61.972
62.8506,62.998
64.4378,62.999
66.0762,62.867
67.6634,62.11
69.2506,61.645
70.8378,61.679
72.4762,62.437
74.0634,61.331
75.6506,60.893
77.2378,60.687
78.8762,62.057
80.4634,61.852
82.0506,60.458
83.6378,61.354
85.2762,60.859
86.8634,60.003
88.4506,59.975
90.0378,60.94
91.6762,59.851
93.2634,59.965
94.8506,60.683
96.489,60.342
98.0762,60.566
99.6634,60.717
101.2506,60.126
102.8378,60.023
104.425,60.161
106.0634,58.746
107.6506,59.889
109.2378,59.245
110.8762,59.562
112.4634,58.682
114.0506,59.584
115.6378,60.234
117.2762,58.572
118.8634,58.939
120.4506,59.077
