time,raw_data
0.7334,56.594
2.0646,56.292
3.4982,56.239
5.0854,57.54
6.6726,57.325
8.311,56.185
9.8982,56.703
11.4854,55.816
13.0726,55.71
14.711,56.4
16.2982,56.521
17.8854,56.091
19.5238,56.908
21.111,56.975
22.6982,58.974
24.2854,59.359
25.9238,62.314
27.511,66.742
29.0982,72.457
30.6854,78.552
32.3238,86.675
33.911,93.884
35.4982,100.607
37.0854,106.777
38.6726,108.605
40.311,113.387
41.8982,116.364
43.4854,117.807
45.1238,120.115
46.711,121.33
48.2982,124.091
49.8854,123.544
51.5238,124.924
53.111,124.297
54.6982,124.546
56.2854,125.016
57.9238,125.573
59.511,125.62
61.0982,123.68
62.6854,123.772
64.3238,124.582
65.911,123.412
67.4982,123.021
69.0854,124.605
70.7238,123.363
72.311,122.747
73.8982,122.042
75.5366,121.128
77.1238,121.339
78.711,121.398
80.2982,119.798
81.9366,119.183
83.5238,118.98
85.111,118.456
86.6982,117.611
88.3366,119.206
89.9238,117.654
91.511,118.006
93.1494,117.641
94.7366,116.409
96.3238,115.493
97.911,114.937
99.4982,114.539
101.1366,114.655
102.7238,113.445
104.311,113.389
105.8982,112.304
107.5366,111.822
109.1238,112.332
110.711,110.838
112.3494,110.211
113.9366,110.77
115.5238,110.541
117.111,109.769
118.7494,109.409
120.3366,109.323
