time,raw_data
1.6756,50.929
3.0068,49.569
4.3892,49.904
6.0276,49.481
7.6148,49.911
9.202,49.627
10.7892,50.023
12.3764,49.8
14.0148,49.857
15.602,49.211
17.1892,50.532
18.8276,49.264
20.4148,49.022
22.002,50.106
23.5892,52.311
25.2276,53.099
26.8148,54.722
28.402,55.208
29.9892,56.122
31.6276,56.092
33.2148,57.403
34.802,57.258
36.3892,56.965
38.0276,57.471
39.6148,57.383
41.202,57.395
42.8404,58.013
44.4276,58.116
46.0148,57.935
47.602,57.964
49.1892,58.847
50.8276,58.198
52.4148,58.285
54.002,58.777
55.5892,57.871
57.2276,56.726
58.8148,57.363
60.4532,59.141
62.0404,57.839
63.6276,57.57
65.2148,58.466
66.802,58.603
68.3892,58.488
69.9764,56.906
71.6148,58.009
73.202,58.486
74.7892,58.013
76.4276,57.688
78.0148,57.934
79.602,58.184
81.2404,57.298
82.8276,58.696
84.4148,58.776
86.002,57.644
87.5892,58.743
89.2276,58.094
90.8148,58.39
92.4532,57.981
94.0404,58.502
95.6276,57.589
97.2148,59.519
98.802,58.89
100.4404,58.72
102.0276,58.416
103.6148,58.72
105.202,59.358
106.8404,58.589
108.4276,58.778
110.0148,57.961
111.6532,57.647
113.2404,58.23
114.8276,58.676
116.4148,58.296
118.002,58.654
119.6404,58.633
121.2276,58.952
