time,raw_data
1.6582,52.202
2.9894,53.098
4.3718,53.416
6.0102,52.617
7.5974,53.084
9.1846,53.289
10.823,52.333
12.4102,51.906
13.9974,53.288
15.5846,52.825
17.223,53.813
18.8102,52.696
20.3974,52.759
22.0358,51.921
23.623,54.135
25.2102,56.55
26.7974,57.185
28.4358,59.187
30.023,59.352
31.6102,60.514
33.1974,59.992
34.8358,61.232
36.423,61.196
38.0102,60.638
39.5974,61.15
41.1846,61.306
42.823,60.97
44.4102,60.657
45.9974,59.92
47.5846,59.502
49.223,61.095
50.8102,60.361
52.4486,59.449
53.9846,59.14
55.623,59.279
57.2102,59.135
58.7974,59.4
60.3846,58.564
62.023,59.074
63.6102,58.693
65.1974,58.781
66.8358,58.68
68.423,59.363
70.0102,57.96
71.5974,58.422
73.2358,59.005
74.823,56.704
76.4102,59.145
77.9974,59.059
79.6358,59.453
81.223,58.307
82.8102,57.863
84.3974,57.226
86.0358,57.052
87.623,56.9
89.2102,57.835
90.7974,57.444
92.3846,57.737
94.023,56.638
95.6102,56.381
97.1974,57.346
98.7846,57.78
100.423,56.832
102.0102,57.333
103.6486,56.547
105.1846,56.545
106.823,56.877
108.4102,56.151
109.9974,56.506
111.6358,56.766
113.223,56.536
114.8102,56.451
116.3974,56.781
118.0358,56.036
119.623,57.121
121.2102,56.058
