time,raw_data
1.1906,73.189
2.5218,72.165
3.9554,73.208
5.5426,72.281
7.1298,73.48
8.7682,71.631
10.3554,74.768
11.9426,73.126
13.5298,72.816
15.1682,72.843
16.7554,73.84
18.3426,72.467
19.981,72.707
21.5682,72.665
23.1554,75.108
24.7426,75.883
26.3298,77.81
27.917,79.236
29.5554,79.696
31.1426,80.426
32.781,81.563
34.3682,81.431
35.9554,80.687
37.5426,81.622
39.1298,82.114
40.7682,80.123
42.3554,80.748
43.9426,80.232
45.5298,79.571
47.1682,80.482
48.7554,79.898
50.3426,79.724
51.9298,78.547
53.5682,78.248
55.1554,78.58
56.7426,77.847
58.3298,78.354
59.9682,79.012
61.5554,77.733
63.1426,77.24
64.7298,77.308
66.3682,76.364
67.9554,76.102
69.5938,76.814
71.1298,77.364
72.7682,77.086
74.3554,76.006
75.9426,76.389
77.581,75.777
79.1682,76.358
80.7554,75.969
82.3426,75.653
83.981,76.107
85.5682,75.639
87.1554,74.287
88.7426,76.256
90.381,75.135
91.9682,76.3
93.5554,75.167
95.1426,75.353
96.7298,74.795
98.3682,74.417
99.9554,76.301
101.5426,74.37
103.181,74.318
104.7682,74.581
106.3554,75.617
107.9426,74.384
109.581,74.26
111.1682,75.075
112.7554,74.913
114.3426,74.413
115.9298,75.467
117.5682,75.031
119.1554,75.213
120.7938,74.429
