time,raw_data
1.0504,55.29
2.3816,54.949
3.8152,54.922
5.4024,54.597
6.9896,55.345
8.628,55.37
10.2152,55.08
11.8024,53.808
13.3896,54.807
15.028,54.663
16.6152,55.094
18.2024,54.726
19.7896,54.706
21.428,55.74
23.0152,55.078
24.6024,57.135
26.1896,57.973
27.7768,59.424
29.4152,59.299
31.0024,59.896
32.5896,59.85
34.228,59.741
35.8152,60.933
37.4024,60.137
38.9896,59.512
40.628,60.15
42.2152,59.398
43.8024,60.967
45.3896,59.173
47.028,59.92
48.6152,59.964
50.2024,59.052
51.7896,58.678
53.428,58.666
55.0152,58.681
56.6536,59.099
58.2408,58.3
59.828,58.352
61.4152,57.695
63.0024,57.801
64.5896,58.306
66.228,57.554
67.8152,57.295
69.4024,57.106
71.0408,57.401
72.628,57.65
74.2152,56.388
75.8024,58.143
77.4408,56.825
79.028,57.288
80.6152,57.143
82.2024,57.684
83.8408,57.446
85.428,56.721
87.0152,56.888
88.6024,57.884
90.1896,57.303
91.828,56.57
93.4152,56.326
95.0024,56.298
96.5896,57.703
98.228,56.847
99.8152,56.044
101.4024,57.051
102.9896,56.891
104.628,57.726
106.2152,57.025
107.8024,56.579
109.4408,56.989
111.028,56.759
112.6152,55.444
114.2024,56.426
115.8408,55.886
117.428,56.998
119.0152,56.135
120.6024,57.312
