time,raw_data
1.5022,51.858
2.8334,50.616
4.267,50.349
5.8542,50.769
7.4414,51.718
9.0286,51.338
10.6158,50.511
12.2542,50.032
13.8414,51.292
15.4286,50.135
17.067,50.386
18.6542,51.378
20.2414,50.814
21.8798,51.93
23.4158,52.285
25.0542,53.673
26.6414,55.278
28.2286,56.136
29.867,56.258
31.4542,57.65
33.0414,57.416
34.6286,58.817
36.267,57.918
37.8542,58.644
39.4414,57.765
41.0286,59.01
42.667,59.758
44.2542,59.912
45.8414,60.517
47.4798,59.768
49.067,59.765
50.6542,61.453
52.2414,61.905
53.8286,61.781
55.467,62.148
57.0542,62.52
58.6414,63.466
60.2798,63.512
61.867,63.166
63.4542,63.339
65.0414,63.321
66.6798,65.126
68.267,64.862
69.8542,65.049
71.4414,63.912
73.0286,64.958
74.667,64.82
76.2542,64.424
77.8414,64.731
79.4286,65.219
81.067,65.032
82.6542,65.448
84.2414,65.133
85.8286,65.355
87.467,64.551
89.0542,65.652
90.6414,65.92
92.2286,65.053
93.867,64.921
95.4542,65.866
97.0414,66.148
98.6798,65.307
100.267,65.887
101.8542,64.683
103.4926,64.983
105.0798,65.461
106.667,65.82
108.2542,65.37
109.8414,64.896
111.4798,65.584
113.067,65.821
114.6542,65.511
116.2414,64.499
117.8798,65.166
119.467,64.516
121.1054,64.911
