time,raw_data
1.1796,60.294
2.5108,59.038
3.9444,59.264
5.5316,59.639
7.1188,59.398
8.706,58.586
10.3444,58.153
11.9316,59.844
13.5188,58.285
15.1572,58.582
16.7444,59.329
18.3316,59.042
19.9188,59.168
21.506,59.294
23.1444,62.55
24.7316,63.75
26.3188,65.856
27.9572,67.103
29.5444,68.117
31.1316,68.352
32.7188,68.254
34.3572,67.265
35.9444,68.024
37.5316,68.618
39.1188,68.088
40.706,67.743
42.3444,67.295
43.9316,65.995
45.5188,67.061
47.1572,66.202
48.7444,65.187
50.3316,65.017
51.97,65.257
53.5572,65.17
55.1444,65.942
56.7316,64.856
58.3188,64.814
59.9572,65.21
61.5444,65.531
63.1316,65.194
64.77,63.74
66.3572,63.989
67.9444,64.402
69.5316,64.258
71.1188,63.818
72.7572,63.892
74.3444,63.079
75.9316,63.678
77.57,64.816
79.1572,64.366
80.7444,64.495
82.3316,63.681
83.97,63.76
85.5572,62.659
87.1444,62.884
88.7316,63.028
90.37,62.296
91.9572,64.021
93.5444,62.982
95.1316,63.703
96.77,63.002
98.3572,63.691
99.9444,62.806
101.5316,63.091
103.17,62.815
104.7572,63.39
106.3444,62.483
107.9316,62.768
109.57,62.502
111.1572,63.336
112.7444,62.439
114.3316,61.657
115.97,62.127
117.5572,62.448
119.1444,62.515
120.7828,61.975
