time,raw_data
0.7394,53.242
2.0706,53.78
3.5042,53.765
5.0914,53.992
6.6786,53.312
8.2658,52.919
9.9042,53.903
11.4914,53.015
13.0786,53.496
14.6658,52.996
16.3042,53.907
17.8914,53.786
19.4786,53.489
21.117,53.578
22.7042,55.396
24.2914,57.031
25.8786,57.341
27.4658,60.1
29.1042,60.867
30.6914,61.552
32.2786,60.753
33.8658,62.606
35.5042,61.964
37.0914,63.367
38.6786,61.771
40.2658,62.343
41.9042,62.076
43.4914,62.588
45.0786,61.479
46.6658,60.665
48.3042,60.512
49.8914,61.919
51.4786,60.589
53.117,60.777
54.7042,61.549
56.2914,60.813
57.8786,60.715
59.517,59.69
61.1042,60.423
62.6914,60.672
64.2786,60.629
65.917,59.556
67.5042,59.96
69.0914,60.688
70.6786,59.078
72.317,58.738
73.9042,59.736
75.4914,60.613
77.0786,59.442
78.717,60.155
80.3042,59.226
81.8914,58.853
83.4786,60.001
85.117,60.101
86.7042,60.202
88.2914,60.583
89.8786,59.383
91.517,59.537
93.1042,60.981
94.6914,60.195
96.2786,61.318
97.917,61.248
99.5042,59.858
101.0914,60.058
102.6786,60.186
104.317,60.839
105.9042,60.731
107.4914,60.011
109.1298,60.873
110.717,59.303
112.3042,60.305
113.8914,59.538
115.4786,60.265
117.117,60.17
118.7042,60.599
120.2914,61.497
