time,raw_data
1.794,59.955
3.1252,59.991
4.5588,59.178
6.146,59.66
7.7332,59.789
9.3204,59.759
10.9588,59.535
12.546,59.99
14.1332,59.02
15.7204,58.755
17.3588,58.779
18.946,58.943
20.5332,59.584
22.1204,58.697
23.7588,61.737
25.346,63.685
26.9332,64.744
28.5204,65.409
30.1588,67.806
31.746,68.012
33.3332,68.933
34.9716,68.726
36.5588,70.338
38.146,68.524
39.7332,68.537
41.3204,68.784
42.9588,69.696
44.546,68.363
46.1332,68.284
47.7716,69.844
49.3588,68.863
50.946,67.937
52.5844,69.058
54.1716,68.122
55.7588,66.978
57.346,67.311
58.9332,67.142
60.5716,66.705
62.1588,67.041
63.746,66.027
65.3332,66.893
66.9716,65.432
68.5588,66.49
70.146,66.217
71.7332,65.597
73.3716,65.069
74.9588,65.725
76.546,64.342
78.1332,65.804
79.7716,64.843
81.3588,64.795
82.946,64.903
84.5844,65.398
86.1716,64.24
87.7588,65.115
89.346,66.224
90.9844,65.085
92.5716,64.52
94.1588,63.822
95.746,64.229
97.3844,64.518
98.9716,63.964
100.5588,64.81
102.146,63.902
103.7844,63.318
105.3716,64.112
106.9588,65.33
108.546,64.591
110.1844,64.797
111.7716,64.32
113.3588,62.694
114.946,63.688
116.5844,63.542
118.1716,63.401
119.7588,63.003
121.3972,63.123
