time,raw_data
0.8968,53.458
2.228,53.289
3.6616,53.91
5.2488,53.886
6.836,53.859
8.4232,54.314
10.0616,53.819
11.6488,53.201
13.236,53.85
14.8744,54.582
16.4616,53.795
18.0488,53.826
19.636,53.883
21.2744,53.532
22.8616,54.706
24.4488,57.63
26.036,59.046
27.6744,59.962
29.2616,60.762
30.8488,61.509
32.436,62.264
34.0744,61.885
35.6616,61.95
37.2488,62.826
38.836,62.368
40.4232,61.378
42.0616,62.523
43.6488,61.444
45.236,61.423
46.8744,60.822
48.4616,60.84
50.0488,60.242
51.636,59.881
53.2744,59.237
54.8616,60.446
56.4488,59.95
58.036,60.433
59.6744,59.898
61.2616,59.314
62.8488,59.72
64.436,58.129
66.0744,58.747
67.6616,58.431
69.2488,59.271
70.836,58.287
72.4744,58.656
74.0616,56.962
75.6488,58.056
77.2872,59.083
78.8744,57.518
80.4616,58.398
82.0488,58.119
83.636,58.336
85.2744,57.37
86.8616,58.105
88.4488,57.508
90.036,57.586
91.6744,56.951
93.2616,57.747
94.8488,57.407
96.436,57.438
98.0744,56.739
99.6616,56.193
101.2488,57.506
102.8872,57.227
104.4744,57.137
106.0616,56.291
107.6488,56.753
109.2872,57.077
110.8744,56.854
112.4616,56.138
114.0488,56.372
115.636,57.74
117.2744,56.604
118.8616,56.057
120.4488,56.329
