time,raw_data
1.6626,50.071
2.9938,50.13
4.4274,50.013
6.0146,49.578
7.6018,48.845
9.189,50.303
10.8274,50.175
12.4146,49.824
14.0018,50.573
15.589,50.14
17.2274,51.157
18.8146,50.396
20.4018,49.805
21.989,49.548
23.5762,52.241
25.2146,53.397
26.8018,55.008
28.4402,55.873
30.0274,57.254
31.6146,57.958
33.2018,56.757
34.789,57.59
36.4274,59.178
38.0146,57.833
39.6018,58.496
41.189,57.749
42.8274,58.517
44.4146,58.169
46.0018,57.722
47.6402,57.774
49.2274,58.381
50.8146,57.559
52.4018,58.546
53.989,58.691
55.6274,58.701
57.2146,58.093
58.8018,57.339
60.389,59.195
62.0274,58.428
63.6146,59.33
65.2018,58.562
66.8402,59.098
68.4274,58.484
70.0146,57.981
71.6018,59.234
73.2402,58.818
74.8274,59.828
76.4146,58.089
78.053,59.226
79.589,59.005
81.2274,58.351
82.8146,58.861
84.4018,58.911
86.0402,59.04
87.6274,59.554
89.2146,58.692
90.8018,59.004
92.389,59.031
94.0274,59.582
95.6146,59.565
97.2018,58.374
98.8402,59.268
100.4274,59.182
102.0146,58.7
103.6018,57.837
105.2402,59.216
106.8274,58.96
108.4146,59.289
110.0018,58.634
111.589,58.564
113.2274,59.526
114.8146,59.517
116.453,58.565
118.0402,58.845
119.6274,58.755
121.2146,59.17
