time,raw_data
1.3486,51.366
2.6798,52.047
4.1134,52.623
5.7006,51.928
7.2878,52.381
8.875,51.543
10.5134,51.453
12.1006,51.747
13.6878,51.883
15.275,52.092
16.9134,52.308
18.5006,51.708
20.0878,51.939
21.675,52.679
23.2622,53.511
24.9006,56.133
26.4878,56.473
28.075,58.363
29.7134,58.48
31.3006,60.919
32.8878,61.047
34.475,61.645
36.1134,63.656
37.7006,65.1
39.2878,65.842
40.875,67.142
42.5134,67.612
44.1006,68.656
45.6878,70.837
47.3262,70.563
48.9134,71.517
50.5006,73.314
52.0878,72.756
53.675,74.268
55.3134,74.89
56.9006,75.106
58.4878,76.063
60.1262,76.952
61.7134,76.407
63.3006,77.474
64.8878,76.809
66.475,77.947
68.1134,76.696
69.7006,77.863
71.2878,79.376
72.875,78.651
74.5134,79.253
76.1006,77.811
77.6878,79.206
79.275,78.666
80.9134,78.206
82.5006,78.479
84.0878,79.659
85.675,78.469
87.3134,78.853
88.9006,79.752
90.4878,78.101
92.075,78.993
93.7134,77.64
95.3006,77.746
96.8878,79.011
98.5262,78.41
100.1134,78.424
101.7006,77.972
103.339,77.735
104.9262,78.04
106.5134,77.833
108.1006,77.483
109.6878,76.706
111.3262,77.587
112.9134,77.39
114.5518,78.51
116.0878,77.583
117.7262,77.017
119.3134,76.768
120.9006,75.138
