time,raw_data
1.1974,55.708
2.5286,55.072
3.911,55.251
5.5494,54.6
7.1366,54.942
8.7238,54.321
10.3622,55.14
11.9494,55.717
13.5366,55.195
15.1238,55.06
16.7622,55.324
18.3494,55.529
19.9366,54.253
21.575,54.98
23.1622,56.689
24.7494,58.876
26.3366,60.284
27.975,62.687
29.5622,61.891
31.1494,63.709
32.7366,65.538
34.375,65.44
35.9622,64.876
37.5494,67.057
39.1366,66.765
40.7238,66.419
42.3622,65.16
43.9494,65.973
45.5366,64.938
47.1238,65.788
48.7622,65.01
50.3494,65.389
51.9878,64.971
53.575,65.315
55.1622,64.482
56.7494,64.038
58.3366,63.518
59.9238,64.516
61.5622,63.526
63.1494,63.585
64.7366,63.478
66.375,63.042
67.9622,62.839
69.5494,63.093
71.1366,62.523
72.775,61.651
74.3622,61.812
75.9494,61.347
77.5366,61.811
79.175,61.905
80.7622,61.84
82.3494,60.988
83.9878,61.612
85.575,61.423
87.1622,60.995
88.7494,60.59
90.3366,60.949
91.9238,60.366
93.5622,60.268
95.1494,60.234
96.7366,60.321
98.375,61.094
99.9622,60.207
101.5494,60.34
103.1878,59.338
104.775,59.637
106.3622,59.412
107.9494,60.005
109.5366,60.456
111.175,60.008
112.7622,59.934
114.3494,59.736
115.9878,59.732
117.575,60.212
119.1622,59.638
120.7494,60.455
