time,raw_data
0.8828,61.058
2.214,60.03
3.6476,60.071
5.2348,58.958
6.822,60.659
8.4092,60.066
10.0476,59.769
11.6348,60.641
13.222,60.317
14.8092,60.342
16.4476,61.532
18.0348,60.309
19.622,60.206
21.2092,61.326
22.8476,62.028
24.4348,63.05
26.022,64.047
27.6092,64.588
29.2476,65.764
30.8348,65.787
32.422,65.721
34.0092,66.145
35.6476,66.184
37.2348,66.676
38.822,65.71
40.4604,66.034
42.0476,66.696
43.6348,66.519
45.222,65.913
46.8092,66.644
48.4476,65.159
50.0348,65.608
51.622,65.349
53.2092,64.703
54.8476,65.508
56.4348,64.471
58.022,64.594
59.6092,63.925
61.2476,64.033
62.8348,63.833
64.422,64.657
66.0092,64.756
67.6476,65.365
69.2348,63.798
70.822,63.569
72.4604,63.867
74.0476,64.636
75.6348,64.048
77.222,64.149
78.8092,64.394
80.4476,64.037
82.0348,64.236
83.622,63.622
85.2604,64.159
86.8476,63.201
88.4348,63.988
90.022,64.132
91.6604,63.008
93.2476,62.826
94.8348,63.946
96.422,64.662
98.0092,63.62
99.6476,63.547
101.2348,62.29
102.822,62.615
104.4604,63.547
106.0476,63.348
107.6348,62.186
109.222,61.605
110.8604,63.051
112.4476,62.93
114.0348,62.975
115.622,63.201
117.2604,63.246
118.8476,62.529
120.4348,62.356
