time,raw_data
1.4972,53.255
2.8284,52.663
4.262,53.389
5.8492,53.34
7.4364,53.23
9.0236,52.498
10.6108,53.376
12.2492,52.773
13.8364,52.549
15.4748,51.645
17.0108,52.297
18.6492,52.36
20.2364,52.542
21.8236,51.775
23.462,55.305
25.0492,56.636
26.6364,58.126
28.2236,58.906
29.862,59.145
31.4492,60.498
33.0364,60.18
34.6748,59.856
36.262,60.635
37.8492,60.986
39.4364,61.802
41.0236,60.136
42.662,59.496
44.2492,59.406
45.8364,59.221
47.4748,60.07
49.062,59.619
50.6492,59.729
52.2364,58.666
53.8748,59.184
55.462,58.258
57.0492,58.331
58.6364,57.858
60.2236,58.386
61.862,59.058
63.4492,57.367
65.0364,57.442
66.6236,58.561
68.262,58.042
69.8492,57.597
71.4364,57.983
73.0236,56.855
74.662,58.413
76.2492,57.53
77.8876,57.77
79.4748,57.78
81.062,56.727
82.6492,57.663
84.2364,58.081
85.8236,56.008
87.462,56.78
89.0492,56.414
90.6364,55.554
92.2748,56.793
93.862,57.117
95.4492,56.387
97.0364,56.247
98.6236,56.381
100.262,56.369
101.8492,56.669
103.4364,55.729
105.0748,56.723
106.662,56.219
108.2492,55.172
109.8364,55.183
111.4748,56.558
113.062,56.456
114.6492,56.073
116.2364,56.016
117.8748,56.281
119.462,54.413
121.0492,55.262
